Controle|Código|Produto|Fabricante|Preço Custo|Preço Venda|Lucro|Quantidade|Unidade|Obs|NCM|IPI|CST|ICMS|Base Cálculo|iva_st|cean|ceantrib
2241|7898414111169|Reparo Torneira M19 Antigo NYLON DECA REF1116|Furkin|5.03|10.9|116.7|3|PC||84811000|0|500|1.36|100|0|7898414111169|7898414111169
2242|7898414119400|REPARO 1416 SOBE DESCE ESTRIA DECA R02 REF 1940|FURKIN|8.25|17.8|115.76|-1|PC||84811000|0|500|1.36|100|0|7898414119400|7898414119400
2243|7898414113828|Reparo Torneira Cromado M18 REF1382 DECA|Furkin|8.75|15.9|81.71|1|PC||84811000|0|500|1.36|100|0|7898414113828|7898414113828
2244|7898584920837|Reparo Torneira M19 MVI Gordinho NOVO REF2083|Furkin|5.05|11|117.82|2|PC||84818019|0|500|1.36|100|0|7898584920837|7898584920837
2245|7898584920882|REPARO 1416 SOBE DESCE REG PSS R03 REF2088 FURKIN|FURKIN|8.25|17|106.06|3|UN||84819010|0|500|1.36|100|0|7898584920882|7898584920882
2246|7898584920844|REPARO REF2084 R06 FURKIN DECA MVS ORIENTE|FURKIN|12.54|22.9|82.62|2|UN||84818019|0|500|1.36|100|0|7898584920844|7898584920844
2247|7898584922282|REPARO 1416 MVS FORUSI ESTRIA DECA R43 REF2228|FURKIN|10.21|16.9|65.52|4|UN||84819010|0|500|1.36|100|0|7898584922282|7898584922282
2248|7898223581511|Reparo p/ Registro de Chuveiro S/bucha REF151 DECA|Furkin|8.47|16.8|98.35|3|PC||84811000|0|500|1.36|100|0|7898223581511|7898223581511
2249|7898414110407|PROLONGADOR DE PISTÃO P/REGISTRO DECA/JAPI 1040|FURKIN|9.51|19.8|108.2|2|UN||84811000|0|500|1.36|100|0|7898414110407|7898414110407
2250|7898223588602|CABECOTE COM CHAVETA CROMADO REF 860|Furkin|7.92|12.5|57.83|3|PC||83024900|0|500|1.36|100|0|7898223588602|7898223588602
2251|7898223588596|CABECOTE COM CHAVET AMARELO REF 859|Furkin|7.56|12|58.73|3|PC||84818019|0|500|1.36|100|0|7898223588596|7898223588596
2252|7898414114696|CABECOTE CRUZETA CROMADO REF1469|Furkin|9.36|15.5|65.6|2|UN||84811000|0|500|1.36|100|0|7898414114696|7898414114696
2253|7898414110858|CABECOTE CRUZETA CROMADO REF 1085|FURKIN|8.64|15.8|82.87|1|UN||84818019|0|500|1.36|100|0|7898414110858|7898414110858
2254|000668|CIMENTO CPII -E-32 50KG RETIRA **PROMOÇÃO ||23.8|26.99|13.4|41|sc||25232910|0|500|1.36|100|0||
2255|000669|ROLO DE ARAME FARPADO 100MTS||50|110|120|1||||0|500|1.36|100|0||
2256|7893858109857|FECHADURA TETRA STAM 1004 INOX PORTA MADEIRA|STAM|36.8|61.8|67.93|0|UN||83014000|0|500|1.36|100|0|7893858109857|7893858109857
2257|7891106002219|PIGMENTO EM PO XADREZ PRETO |Xadrex|9.11|14.5|59.17|4|UN||32064990|0|500|1.36|100|0|7891106002219|7891106002219
2258|000670|VARAO DUPLO 3MTS||28|58.9|110.36|-1||||0||0|100|0||
2259|000671|TANQUE DUPLO BEGE 1.00X50|||240|0|0|UN|||0||0|100|0||
2260|7891071141203|DUCHA HYDRA BALLERINA 220V 3T|HYDRA|35.59|59.9|68.31|2|PC||85161000|0|500|1.36|100|0|7891071141203|7891071141203
2261|7896039733643|DUCHA FAME KIBANHO 3T 5400W/220V|FAME|50.89|78.9|55.04|2|PC||85161000|0|500|1.36|100|0|7896039733643|7896039733643
2262|7898586132535|LAMPADA FOXLUX GELADEIRA E MICROONDAS 15 x 127 V|FOXLUX|4.37|7.9|80.78|9|UN||85392200|0|500|1.36|100|0|7898586132535|7898586132535
2263|7898003754074|CAIXA FERRAMENTAS C/ BANDEJA MASTER 16|POLYMER|21|40.8|94.29|2|UN||72021210|0|500|1.36|100|0|7898003754074|7898003754074
2264|7896603803116|FITA DUPLA FACE - 19mmX2M ADELBRAS|ADELBRAS|5.61|10.9|94.3|6|UN||39191000|0|500|1.36|100|0|7896603803116|7896603803116
2265|7891638018146|CHAVE ALLEM 06 PECAS 5 A 6 MM STARFER EN|STARFER|5.09|10.9|114.15|3|UN||82041100|0|500|1.36|100|0|7891638018146|7891638018146
2266|7891638013240|CHAVE ALLEN 08 PECAS 1,5 A 8MM STARFER|Starfer|5.99|12.9|115.36|2|UN||82041100|0|500|1.36|100|0|7891638013240|7891638013240
2267|7891638013264|CHAVE ALEN 10PCS1,5 a 10mm STARFER|STARFER 10435|7.97|14.9|86.95|3|KIT||82041100|0|500|1.36|100|0|7891638013264|7891638013264
2268|7898672093276|DISCO FLAP  GRÃO40 115X22MM ELITE||5.5|9.9|80|6|UN||68042219|0|500|1.36|100|0|7898672093276|7898672093276
2269|7898943819437|TORNEIRA DE PIA /TANQUE  LONGA cruzeta doan|DOAN|19.9|29.9|50.25|2|UD||84818019|0|500|1.36|100|0|7898943819437|7898943819437
2270|7898008874814|RESISTENCIA MAXI DUCHA 220 V X 5500 SIMILAR WR|WR|4.9|9.8|100|5|UN||85168010|0|500|1.36|100|0|7898008874814|7898008874814
2271|000225|CORDA POLIESTER Nº 08||0.58|2.2|279.31|168|MT|||0|500|1.36|100|0||
2272|000666|ROLO DE ESPUMA 15CM COMPEL||2|5.9|195|2||||0||0|100|0||
2273|7702956027423|FACAO PARA MATO 14" CABO PRETO|DUASCARAS|16.35|38.9|137.92|2||||0|500|1.36|100|0|7702956027423|7702956027423
2274|7898176403175|FACAO PARA MATO 16" SCHNEIDER CABO PRETO|SCHNEIDER|17.6|41.9|138.07|2|PC||82019000|0|500|1.36|100|0|7898176403175|7898176403175
2275|7899612781437|MARTELO C/C FIBRA 27MM MTX 1040855|MTX|26.2|48.5|85.11|2|PC||82052000|0|500|1.36|100|0|7899612781437|7899612781437
2276|606529242145|TINTA ACRILICA AZUL SAFIRA 3,600 GL||14|28.5|103.57|2|GL||32091010|0|500|1.36|100|0|606529242145|606529242145
2278|7898374500218|Bandeja PINTURA 16CM ROMA Pequena|Zumplast|1.76|3.8|115.91|5|UN||39259090|0|500|1.36|100|0|7898374500218|7898374500218
2279|7898472262711|FITA FIXA TUDO ESPUMA 12MMX1,5M TEK BOND|TEKBOND|6.89|12.8|85.78|23|UN||90318090|0|500|1.36|100|0|7898472262711|7898472262711
2280|000673|LIXA D´ AGUA 280 TATU|||2.8|0|41|UN|||0||0|100|0||
2281|7896516499109|VERNIZ FILTRO SOLAR 900ML INCOLOR IRAJA|IRAJA|19.46|29.9|53.65|2|ML||32091020|0|500|1.36|100|0|7896516499109|7896516499109
2282|7896516498546|VERNIZ FILTRO SOLAR 900ML CEREJEIRA IRAJA |IRAJA|19.46|29.9|53.65|2|ML||32091020|0|500|1.36|100|0|7896516498546|7896516498546
2283|7896516443270|ESMALTE SINT. AREIA 900ML IRAJÁ|IRAJA|14.94|24.8|66|4|UN||32089010|0|500|1.36|100|0|7896516443270|7896516443270
2284|7898958277536|EXTENSÃO 10MTSS|H|14.9|24.9|67.11|1||||0|500|1.36|100|0|7898958277536|7898958277536
2285|7898494150683|FITA ZEBRADA P/ DEMARCACAO 70,MM X100 M|PLASTICOR|11.9|19.9|67.23|3|MT||39202019|0|500|1.36|100|0|7898494150683|7898494150683
2286|7891117048671|PA QUADRADA N-3 TRAMONTINA CONSTRUÇÃO|TRAMONTINA|27.99|43.9|56.84|3|UN||82011000|0|500|1.36|100|0|7891117048671|7891117048671
2287|7898592150738|VARAL ARTICULADO ALUMINIO 50 CM|ALG|49.9|75.9|52.1|1|||32009214|0|500|1.36|100|0|7898592150738|7898592150738
2288|7897613517239|ROLO TEXTURA ESPUMA 23CM COMPEL|COMPEL|8.31|13.5|62.45|3|PC||96034010|0|500|1.36|100|0|7897613517239|7897613517239
2289|7898599493876|PÁ VANGA QUADRADA CABO RETO MADEIRA 1,2|MINASUL|24.28|46.9|93.16|3|||32102211|0|500|1.36|100|0|7898599493876|7898599493876
2290|7898484291723|PLAFON BRANCO COLONIAL SIGMA|ENERLUX|4.94|7.8|57.89|10|UN||85366100|0|500|1.36|100|0|7898484291723|7898484291723
2291|000674|TORNEIRA LAVATORIO BRANCA FAUCET|FAUCET|19.5|41.8|114.36|2||||0|500|1.36|100|0||
2292|1130310|TORNEIRA JARDIM DOURADA LONGA ROADY 1/2|ROADY|16.43|28.9|75.9|4|||84818019|0|500|1.36|100|0||
2293|1153023|TORNEIRA MAQUINA DUPLA C23 ROADY|ROADY|37.2|59.9|61.02|1||||0|500|1.36|100|0||
2294|1130320|TORNEIRA JARDIM LONGA CROMADA 1/2 ROADY|ROADY|18.39|31.8|72.92|2||||0|500|1.36|100|0||
2295|7898941765019|AGUARRAZ ITAQUA 900ML|ITAQUA|9.9|16.8|69.7|9|PC||27101130|0|500|1.36|100|0|7898941765019|7898941765019
2296|7898948654514|GRELHA P/ CANTO C/ CAIXA - VALV RETEN BRANCA|M***M*||36.8|0|2|UN||39174090|0||0|100|0|7898948654514|7898948654514
2297|7898954175058|EXTENSAO 05M 3 TOMADA PRISMATEC|Prismatec|12.01|18.9|57.37|5|Pc||82054000|0|500|1.36|100|0|7898954175058|7898954175058
2299|7898203972001|ESTOPA POLI-AUTO LIMP. GERAL 200GR|FIOLONGO|3.22|5.9|83.23|9|KG||52021000|0|500|1.36|100|0|7898203972001|7898203972001
2300|7896231714839|ARALDITE RAPIDO 10 MIN.16GR aralbras|HOBBY VERM|11.15|23.8|113.45|4|UN||35061090|0|500|1.36|100|0|7896231714839|7896231714839
2301|7896451856999|RESIST L&C DUO SHOWER 220v 7500 LORENZETTI ORI|LOREZENTTI|24.83|38.9|56.67|3|CX 10||85168010|0|500|1.36|100|0|7896451856999|7896451856999
2302|7899044773314|TINTA PISO BRAZZILIAN CINZA 3,600L|BRAZZILIAN TINTAS|39.73|59.8|50.52|0||||0|500|1.36|100|0|7899044773314|7899044773314
2303|7898493992321|TOMADA SISTEMA X 20A ILUMI|ILUMI|5.97|13.8|131.16|4|UN||85369090|0|500|1.36|100|0|7898493992321|7898493992321
2304|7898493993076|TOMADA DUPLA 20A ILUMI|ILUMI|8.88|15.8|77.93|4|UN||85365090|0|500|1.36|100|0|7898493993076|7898493993076
2305|000190|BROCA CONCRETO 8MM TRAMONTINA|TRAMONTINA|5.23|10.9|108.41|3||||0|500|1.36|100|0||
2306|17893946472822|FITA ADESIVA P/ EMBALAGEM NOVE54|NOVE54|3.38|5.9|74.56|7|||39191010|0|500|1.36|100|0|17893946472822|17893946472822
2307|000675|MADEIRIT 09MM 2.20X1.10||57.95|87.9|51.68|4|pç|||0|500|1.36|100|0||
2308|675948|Valvula Tanque METAL IGUATEMI 1.1/4"|IGUATEMI|18.96|28.8|51.9|3|UN||84818011|0|500|1.36|100||7898270512421|7898270512421
2309|7898270516153|TORN. BICA MOVEL PAREDE 1/4V C52  IGUATEMI 1155452|IGUATEMI|38.29|59.9|56.44|2|UN||84818019|0|500|1.36|100||7898270516153|7898270516153
2310|675950|TORNEIRA BICA MOVEL PAREDE 1/4 V C-64 FIT IGUATEMI|IGUATEMI|35.46|57.9|63.28|2|UN||84818019|0|500|1.36|100||7898270516184|7898270516184
2311|675951|TORNEIRA BICA MOVEL C64 1/4V IGUATEMI|IGUATEMI|35.46|59.9|68.92|0|UN||84818019|0|500|1.36|100||7898270518379|7898270518379
2312|675952|PAPELEIRA INOX IGUATEMI REF5000102|iguatemi|11.3|18|59.29|3|UN||73239300|0|500|1.36|100||7898270513435|7898270513435
2313|7891117004271|COLHER DE PEDREIRO 10" TRAMONTINA|Tramontina|22.07|34.5|56.32|2|UN||82055900|0|500|1.36|100||7891117004271|7891117004271
2314|675954|SERRA MARMORE HAMMER 1100W 220V|GOODYEAR|319.29|449.99|40.93|1|UN|SERRA MARMORRE|84672200|0|500|1.36|100||7897181960703|7897181960703
2315|7897181961670|FURADEIRA IMPACTO  500W HAMMER 127V|HAMMER|136.31|209.99|54.05|1|UN||84798999|0|500|1.36|100|||
2316|7898493994929|TOMADA 20A COM 3 TOMADA ILUMI 250V|ILUME|14.96|22.8|52.41|1|UN|TOMADA 3 ENTRADA 20A 250V|85366910|0|500|1.36|100||7898493994929|7898493994929
2317|675957|PAPELEIRA BELLO BAGNO-CRISTAL ABS||11.47|23.8|107.5|0|UN||39229000|0|500|1.36|100||0736532200563|0736532200563
2318|000099|Ducha Enerbanho 4T Azul 6800W 220V ENERBRAS|Enerbras|62.7|96.8|54.39|1|UN||85161000|0|500|1.36|100|||
2319|000098|TEE BRANCO 3/4 C/ ROSCA||2|4.9|145|0|||84663000|0|500|1.36|100|||
2320|7891200007868|COLA DE CONTATO CASCOLA 30G BISNAGA|CASCOLA|5.36|13.9|159.33|21|PC||35069110|0|500|1.36|100||7891200007868|7891200007868
2321|000096|GABINETE 1,20MT BRANCO / AMARRONZADO||209.9|319.99|52.45|2|UN||94030000|0|500|1.36|100|||
2322|095|PIA MARMORE FIBRA 1,50 -PRETO  GARÇA||185.9|269.99|45.23|1|UN|PIA MARMORRE SINTETICO 
1,50X0,52 CM 
PRETO 
CUBA RASA|68109900|0|500|1.36|100|||
2323|096|PIA MARMORE FIBRA 1,20-PRETO||145.9|209.99|43.93|1|UN||68109900|0|500|1.36|100|||
2324|098|TANQUE MARMORE FIBRA RASO-PRETO 59X59X30|GARÇA|98.95|144.99|46.53|1|UN|TANQUE MARMORE SINTETICO 
TAM. 59X59X30
COR PRETO|68109900|0|500|1.36|100|||
2325|7898276630242|REGULADOR PARA GAS COM MANOMETRO IMAR 1kG/H|IMAR|34.81|54.9|57.71|1|UN||84811000|0|500|1.36|100||7898276630242|7898276630242
2326|000094|Chave Inglesa 12" Util|123 UTIL|19.9|31.8|59.8|2|UN||82041200|0|500|1.36|100||7899842205833|7899842205833
2327|000093|FILTRO DE LINHA 6 TOMADAS FF5||21.8|34.8|59.63|2|UN|||0|500|1.36|100|||
2328|000092|LIMA TRIANGULAR DELGADA 4'' 100MM K&F|K&F|12.91|19.9|54.14|3|UN||82031010|0|500|1.36|100||7891645101091|7891645101091
2329|7893858350174|FECHADURA STAM 601-602/3 INOX EXTERNA|STAM|51.84|77.8|50.08|0|UN||83014000|0|500|1.36|100||7893858350174|7893858350174
2330|7891071451104|RESISTENCIA GOURDUCHA 4T 220V 5700W HYDRA ORIGINAL|CORONA|16.46|28.9|75.58|6|UN||85168010|0|500|1.36|100||7891071451104|7891071451104
2331|000089|TORNEIRA MANO UP FAUCET LAVATORIO||19.5|32.9|68.72|2|UN|||0|500|1.36|100|||
2332|000088|TORNEIRA BICA LAVATORIO BRANCA FAUCET||16|32.8|105|2|UN|||0|500|1.36|100|||
2333|7896516438733|IRAJA ACRILICA STANDARD BRANCO NEVE 18LTS|IRAJA|148.99|224.99|51.01|1|LT|TINTA ACRILICA STAND BRANCO NEVE 18LTS IRAJA|32091010|0|500|1.36|100|||
2334|7896516495224|IRAJA PISO BRANCO GL 3.600L|IRAJA|39.1|59.8|52.94|2|GL||32091010|0|500|1.36|100|||
2335|000086|IRAJA PISO CONCRETO  GL 3.600L|IRAJA|36.89|59.8|62.1|1|GL||32091010|0|500|1.36|100||7896516495187|7896516495187
2336|7896516495248|IRAJA PISO AZUL GL 3.600L|IRAJA|39.1|59.8|52.94|2|GL||32091010|0|500|1.36|100||7896516495248|7896516495248
2337|000084|IRAJA PISO BRANCO FOSCO 18LT ACR|iraja|142.43|214.99|50.94|3|LT||32091010|0|500|1.36|100||7896516495217|7896516495217
2338|000083|LIXADEIRA MANUAL 22X8cm MAX FERRAMENTAS|MAX|18.58|31.9|71.69|2|PC||96034010|0|500|1.36|100||7897488010507|7897488010507
2339|000082|COLHER DE PEDREIRO THOMPSON CANTO OVAL 9"|THOMPSON|11.13|19.9|78.8|3|UN||82055900|0|500|1.36|100||7898011972170|7898011972170
2340|000081|ALICATE UNIVERSAL 8" FOXLUX|Tramontina|19.87|33.9|70.61|2|UN||82032010|0|500|1.36|100||7898105773713|7898105773713
2341|000080|ALICATE UNIVERSAL 8 STARFER|STARFER|18.92|29.9|58.03|1|PC||82032010|0|500|1.36|100||7891638012380|7891638012380
2342|7898255172947|OLHO MÁGICO CROMADO CLASSIC TOOLS 200°|RINO TOOLS|6.53|13.5|106.74|6|UN||83024900|0|500|1.36|100||7898255172947|7898255172947
2343|7896039717902|RESISTENCIA FAME 4 TEMP.220V  6800W ORIGINAL|FAME|28.86|45.9|59.04|6|UN||85168010|0|500|1.36|100||7896039717902|7896039717902
2344|7896020470120|COLA THREE BOND MUILTI USO 20G INSTANTANEA|THREE BOND|3.65|12|228.77|6|UN||35061010|0|500|1.36|100||7896020470120|7896020470120
2345|000076|STOP AR - BLOQUEADOR DE AR||22.68|34.8|53.44|2|UN||32009630|0|500|1.36|100||0735201188683|0735201188683
2346|000075|EIXO C/CONTRAPINO P/CARRINHO||4.4|8.8|100|3|UN||87169090|0|500|1.36|100|||
2347|000074|REPARO VALVULA HYDRA C/ CRUZETA BLUKIT|BLUKIT|35.42|54.8|54.71|2|UN||84819010|0||0|100||7898550254713|7898550254713
2348|000073|MATA FORMIGA STRAIK GEL 10G U|FORMICEL/ISKAR|7.01|10.8|54.07|6|UN||38081010|0|500|1.36|100||7898185820345|7898185820345
2349|000072|MANDRIL 3/8 BROCA 1/16 3/8 10LL|BOSCH*|25.71|38.8|50.91|1|PC||84661000|0|500|1.36|100||7891009270401|7891009270401
2350|000071|OLEO DESENGRIPANTE LUBFAST 300ML|Lubfast|4.79|9|87.89|12|ML||27101932|0|500|1.36|100||7898567700944|7898567700944
2351|000070|Escova circular de aco carbono 100 mm|MTX|6.11|12.8|109.49|0|PC||96039000|0|500|1.36|100||7899612706447|7899612706447
2352|000069|VALVULA AMERICANA METAL 3.1/2 TOP METAIS||14.48|26.8|85.08|6|UN||84818011|0|500|1.36|100||7898587104609|7898587104609
2353|000068|GRAXA NOBRE 485G|NOBRE|9.65|14.8|53.37|3|UN||27100209|0|500|1.36|100||7898092000120|7898092000120
2354|000067|GRAXA BETA LUB 100gr               12|NOBRE|3.1|5|61.29|11|UN||27100209|0|500|1.36|100||7898092000137|7898092000137
2355|000066|ESMERILHADEIRA 4.5 BOSCH 220V|BOSCH|279.7|419.99|50.16|1|UN||84672999|0|500|1.36|100||3165140515672|3165140515672
2356|000065|CHAVE COMBINADA C.V. 7MM EDA|eda|4.7|7.9|68.09|3|UN||82041100|0|500|1.36|100||7895315011055|7895315011055
2357|7896094502604|SILICONE BRANCO GARIN 250G||14.9|22.9|53.69|9|UN||32020890|0|500|1.36|100||7896094502604|7896094502604
2358|000063|ROLO DE ESPUMA POLIESTER 23cm - R$ 7,00|COMPEL|5.5|10.9|98.18|3|UN||96034010|0|500|1.36|100||7897613510230|7897613510230
2359|7899206179817|TORNEIRA P/ FILTRO BESTFER|BESTFER|3.9|6.9|76.92|9|||32002920|0|500|1.36|100||7899206179817|7899206179817
2360|7896650401204|DUCHA SPOT 8T MULTITEMPERATURA HYDRA|THERMO SYSTEM|62.37|109.99|76.35|2|PC||85161000|0|500|1.36|100||7896650401204|7896650401204
2361|7898195644863|ESPELHO 4X4 CEGO BRANCO (RADIAL)|RADIAL|2.3|5.9|156.52|16|PC||39259090|0|500|1.36|100||7898195644863|7898195644863
2362|7899052575313|COLA PVC 75G TIGRE BISNAGA|TIGRE|7.17|12.8|78.52|22|UN||35061090|0|500|1.36|100||7899052575313|7899052575313
2363|2820451800671|METRO VIGAMENTO CAMBARA (15X5 )  BRUTA ||29.21|39.9|36.6|110.5|MT||44186000|0|500|1.36|100|||
2364|7896243101870|LUVA FORRADA AMARELA G 8 SANRO TOP|SANRO|8.8|13.5|53.41|-1|PC||40151900|0|500|1.36|100||7896243101870|7896243101870
2365|000056|RESISTENCIA HYDRA MULTI 8T 7700W X 220V|HIDRA|22.9|35.8|56.33|6|UN||85168010|0|500|0|100||7896650417731|7896650417731
2366|7893946384296|CORTADOR DE VIDRO NOVE54 FERRAMENTAS |954|24.54|38.9|58.52|1|UN||82055900|0|500|1.36|100||7893946384296|7893946384296
2367|000054|ZARCAO 3,600L BRAZILLIAN|TINTAS BRAZZILIAN|61.82|95.8|54.97|2|UN||2525009|0|500|1.36|100||7899044782538|7899044782538
2368|7891114101164|BROCA CHATA PARA MADEIRA 1/2X15 TRAMONTINA|TRAMONTINA|7.66|11.9|55.35|2|PC||82075019|0|500|1.36|100||7891114101164|7891114101164
2369|7891071441204|RESISTENCIA GORDUCHA 3T 220V/5400W original hydra|CORONA|11.29|24.8|119.66|5|UN||85168010|0|500|1.36|100||7891071441204|7891071441204
2370|1128310|TORNEIRA JARDIM CURTA AMARELA 3/4X1/2 ROADY|ROADY METAIS|15.98|26.8|67.71|3|UN||84818019|0|500|1.36|100|||
2372|000049|REGISTRO PRESSÃO C-50 ROADY|ROADY|30.86|48.9|58.46|1|UN|||0|500|1.36|100|||
2373|000048|GANCHO P/ REDE PARAFUSAR URSICH||10.57|19.9|88.27|5|UN||73181300|0|500|1.36|100||7898043154506|7898043154506
2374|7898464387729|INTERRUPTOR PARALELO 10A/ 250V lLISSÊ APOIO|APOIO|6.75|12.8|89.63|5|PC||85365090|0|500|1.36|100||7898464387729|7898464387729
2375|000046|TORNEIRA TANQUE BRANCA DOAN CRUZETA BC06|DOAN|11.9|18.9|58.82|2|UN||84818019|0|500|1.36|100||7898943819260|7898943819260
2376|000045|REGISTRO GAVETA 3/4 C-33 ROADY|ROADY|42.33|63.8|50.72|2|UN|||0|500|1.36|100|||
2377|000044|REGISTRO GAVETA3/4 C-64 ROADY||42.33|63.8|50.72|2|UN|||0|500|1.36|100|||
2378|7898263068782|TOMADA SIMPLES 10A/250A 2P+T APOIO|B7401|4.6|8.9|93.48|-9|UN||85365090|0|500|1.36|100||7898263068782|7898263068782
2379|000042|SUPORTE P/ MANGUEIRA OVERTIME PL VD|26/02/2013*|4.9|7.9|61.22|4|PC||73269090|0|500|1.36|100||7896202400228|7896202400228
2380|000041|CONECTOR DE MANGUEIRA 1/2 BESTFER|BESTFER|3.5|6.9|97.14|9|UN||39174090|0|500|1.36|100||7899206169894|7899206169894
2381|000040|BOLSA P/ CAIXA ACOPLADA UNID GLOBALPLASTIC||2.9|5.9|103.45|10|UN|||0|500|1.36|100||7898479252005|7898479252005
2382|000039|PARAFUSO DA CAIXA ACOPLADA UNID GLOBALPLASTIC|GLOBAL PLASTIC|2.9|6.5|124.14|9|UN|||0|500|1.36|100||7898479251985|7898479251985
2383|000038|ANEL VEDAÇÃO  P/ VASO SANITARIO C/ GUIA MUNDIAL PR|MUNDIAL PRIME|5.99|12.5|108.68|9|UN||40069000|0|500|1.36|100||7898567700036|7898567700036
2384|000037|CHURRASQUEIRA BAFINHO BOTIJÃO COM GRELHA|JR DISTRIBUIDORA|70|125|78.57|1|UN|||0|500|1.36|100|||
2385|78973819002657|PORTA CADEADO 2.1/2 ZINCADO MILL|MILL|3.9|6.8|74.36|14|UN||83100000|0|500|1.36|100||7897381902657|7897381902657
2386|000035|TARJETA BORBOLETA ZINCADA 2''  MILL|MILL|3.6|5.8|61.11|8|UN|||0|500|1.36|100||7897381901919|7897381901919
2387|000034|DESEMPENADEIRA PVC AZUL 18X30 LISA IB INJEBALA|IB INJEBALA|7.5|13.5|80|5|UN||32003290|0|500|1.36|100||7898966530074|7898966530074
2388|000033|DESEMPENADEIRA PVC AZUL 16X28 CORRUGADA IB INJEBAL|IB INJEBALA|5.9|10.9|84.75|3|UN||3200329|0|500|1.36|100||7898994918745|7898994918745
2389|000032|DESEMPENADEIRA PVC AZUL 16X28 LISA IB INJEBALA|IB INJEBALA|5.9|10.9|84.75|2|UN||3200932|0|500|1.36|100||7898994918738|7898994918738
2390|000031|DESEMPENADEIRA PVC AZUL 22X34 LISA IB INJEBALA|IB INJEBALA|8.6|16|86.05|4|UN||32000329|0|500|1.36|100||7898966530135|7898966530135
2391|000030|DESEMPENADEIRA PVC AZUL 8X16 LISA IB INJEBALA|IB INJEBALA|2.9|5.8|100|5|UN||32000329|0|500|1.36|100||7898994918707|7898994918707
2392|000029|DESEMPENADEIRA PVC BRANCA 8X16 TEXTURA IB INJEBALA|IB INJEBALA|2.9|5.8|100|6|UN||32000239|0|500|1.36|100||7898994918714|7898994918714
2393|7898684170484|MARRETA SILICONE 35CM H1||14.9|23.5|57.72|2|UN|||0||1.36|100||7898684170484|7898684170484
2394|000027|TRINCHA COMPEL BRANCO 4''|COMPEL|9.23|14.8|60.35|6|UN||96034090|0|500|1.36|100||7897613505083|7897613505083
2395|7898543389743|FITA SILVER TAPE PRETA 5MT TEK BOND|TEK BOND|7.5|12.8|70.67|3|UN||50032090|0|500|1.36|100||7898543389743|7898543389743
2397|7898263068805|TOMADA SIMPLES 20A/250V C/ PLACA 20A APOIO|APOIO|5.9|9|52.54|33|UN||85369090|0|500|1.36|100||7898263068805|7898263068805
2398|7898263068843|INTERRUPTOR + TOMADA 10A/250V APOIO|APOIO|7.5|13.5|80|10|UN||85365090|0|500|1.36|100||7898263068843|7898263068843
2399|7898263060168|INTERRUPTOR SIMPLES C/PLACA APOIO|APOIO|4.5|7.5|66.67|15|UN||85365090|0|500|1.36|100||7898263060168|7898263060168
2400|000021|GANCHO P/ REDE paraf. zinc ENVELOPADO MILL|ALIANCA|25|38.5|54|12|JO||73181300|0|500|1.36|100||7897381902008|7897381902008
2401|000020|PLACA 4 X 4 2 FUROS REDONDO|ATAC|3.9|6.5|66.67|12|PC||79070090|0|500|1.36|100||7898195644900|7898195644900
2402|7898263060939|ESPELHO 4X2 COM FURO APOIO|APOIO|1.6|4|150|17|UN||39259090|0|500|1.36|100||7898263060939|7898263060939
2403|000018|TINTA SPRAY PRETO FOSCO IRAJÁ 400ML|IRAJÁ|9.9|15.5|56.57|2|UN||32009320|0|500|1.36|100||7899674016942|7899674016942
2404|000017|CAPS ESG DN 40 FORTLEV/KRONA||1.83|3.3|80.33|94|UN||39174090|0|500|1.36|100|||
2405|000016|VEDA CALHA MUNDIAL PRIME 270G|MUNDIAL PRIME|10.9|18.9|73.39|4|UN||85167990|0|500|1.36|100||7898915994384|7898915994384
2406|000015|BRCA WIDEA 10MM ELITE|ELITE|4.9|9.9|102.04|1|UN||32093200|0|500|1.36|100||7898672092316|7898672092316
2407|000014|MARTELO UNHA 27MM MINASUL CABO MADEIRA|MINASUL|27.09|42.9|58.36|3|UN||82052000|0|500|1.36|100||7898901274186|7898901274186
2408|7898672090596|DISCO DE CORTE INOX  4-1/2"X1/8"X7/8" ELITE|ELITE|4.58|8.5|85.59|18|UN||32009320|0|500|1.36|100||7898672090596|7898672090596
2409|7896516442600|ESMALTE SINTETICO IRAJA 3,6 L PRETO|IRAJA|51.81|77.8|50.16|1|GL||32091010|0|500|1.36|100||7896516442600|7896516442600
2410|000011|DESEMPENADEIRA DE AÇO 13X38 DENTADA FERTEK|FERTEK|19.5|32.8|68.21|1|UN||82055900|0|500|1.36|100||7897572190948|7897572190948
2411|000010|KIT ACESSORIOS PARA BANHEIRO 5PÇS PRETO HERC|HERC|33.73|52.9|56.83|2|UN||84881040|0|500|1.36|100||7898668361204|7898668361204
2412|000009|MULTIMETRO DIGITAL FOXLUX|FOXLUX|26.21|39.8|51.85|1|UN||90303100|0|500|1.36|100||7898105772747|7898105772747
2413|000008|EXTENSÃO DANEVA CABO PP 10 MT  GARRA|GARRA|40.98|58.9|43.73|3|UN||85444200|0|500|1.36|100||7898474259931|7898474259931
2414|000007|EXTENSAO DANEVA CABO-PP 3METROS GARRA |GARRA|17.66|26.5|50.06|-1|UNID||85444900|0|500|1.36|100||7898474256145|7898474256145
